4.99910,4.99907,4.99900,4.99887,4.99873,4.99860,4.99850,4.99840,4.99830,4.99820,4.99810,4.99803,4.99797,4.99793,4.99787,4.99783,4.99780,4.99777,4.99773,4.99770,4.99770,4.99770,4.99767,4.99760,4.99750,4.99743,4.99740,4.99733,4.99723,4.99707,4.99693,4.99677,4.99663,4.99650,4.99643,4.99640,4.99637,4.99633,4.99630,4.99630,4.99633,4.99643,4.99660,4.99677,4.99690,4.99700,4.99707,4.99707,4.99700,4.99690,4.99683,4.99680,4.99683,4.99690,4.99700,4.99710,4.99720,4.99727,4.99730,4.99733,4.99740,4.99750,4.99757,4.99763,4.99767,4.99773,4.99780,4.99790,4.99800,4.99813,4.99827,4.99843,4.99860,4.99877,4.99890,4.99897
4.99890,4.99887,4.99880,4.99867,4.99850,4.99833,4.99820,4.99807,4.99793,4.99780,4.99773,4.99767,4.99760,4.99750,4.99743,4.99740,4.99737,4.99730,4.99727,4.99727,4.99730,4.99727,4.99720,4.99710,4.99700,4.99693,4.99687,4.99680,4.99667,4.99650,4.99630,4.99613,4.99597,4.99583,4.99573,4.99570,4.99567,4.99563,4.99560,4.99560,4.99563,4.99577,4.99593,4.99613,4.99627,4.99640,4.99650,4.99653,4.99647,4.99633,4.99620,4.99617,4.99620,4.99630,4.99640,4.99650,4.99660,4.99670,4.99677,4.99680,4.99687,4.99697,4.99710,4.99717,4.99720,4.99723,4.99730,4.99743,4.99757,4.99773,4.99790,4.99810,4.99830,4.99850,4.99867,4.99877
4.99870,4.99867,4.99857,4.99840,4.99820,4.99800,4.99783,4.99767,4.99753,4.99740,4.99730,4.99720,4.99710,4.99700,4.99693,4.99690,4.99687,4.99680,4.99673,4.99670,4.99670,4.99670,4.99663,4.99653,4.99640,4.99630,4.99623,4.99613,4.99600,4.99577,4.99557,4.99537,4.99520,4.99500,4.99487,4.99480,4.99480,4.99477,4.99473,4.99470,4.99477,4.99493,4.99517,4.99540,4.99557,4.99573,4.99583,4.99587,4.99577,4.99560,4.99547,4.99540,4.99543,4.99553,4.99567,4.99580,4.99593,4.99607,4.99617,4.99620,4.99623,4.99633,4.99647,4.99657,4.99663,4.99670,4.99680,4.99693,4.99710,4.99730,4.99753,4.99777,4.99800,4.99820,4.99840,4.99853
4.99843,4.99840,4.99830,4.99807,4.99783,4.99760,4.99740,4.99720,4.99703,4.99687,4.99673,4.99663,4.99653,4.99643,4.99633,4.99627,4.99623,4.99613,4.99610,4.99607,4.99610,4.99607,4.99597,4.99583,4.99567,4.99557,4.99547,4.99537,4.99520,4.99497,4.99470,4.99443,4.99420,4.99400,4.99387,4.99380,4.99377,4.99370,4.99363,4.99363,4.99373,4.99393,4.99420,4.99447,4.99470,4.99487,4.99500,4.99500,4.99490,4.99470,4.99457,4.99450,4.99457,4.99470,4.99487,4.99500,4.99513,4.99527,4.99537,4.99543,4.99550,4.99563,4.99577,4.99590,4.99597,4.99607,4.99617,4.99633,4.99653,4.99677,4.99703,4.99730,4.99760,4.99787,4.99810,4.99823
4.99813,4.99810,4.99797,4.99770,4.99740,4.99713,4.99690,4.99670,4.99647,4.99627,4.99610,4.99600,4.99587,4.99573,4.99560,4.99553,4.99547,4.99537,4.99530,4.99527,4.99530,4.99527,4.99517,4.99500,4.99480,4.99467,4.99457,4.99447,4.99427,4.99397,4.99363,4.99333,4.99310,4.99287,4.99267,4.99253,4.99250,4.99247,4.99243,4.99240,4.99250,4.99273,4.99307,4.99340,4.99363,4.99383,4.99397,4.99400,4.99387,4.99363,4.99347,4.99340,4.99347,4.99360,4.99380,4.99400,4.99420,4.99437,4.99447,4.99453,4.99463,4.99480,4.99497,4.99510,4.99517,4.99527,4.99540,4.99560,4.99583,4.99613,4.99647,4.99680,4.99710,4.99740,4.99770,4.99790
4.99773,4.99770,4.99753,4.99720,4.99683,4.99653,4.99627,4.99600,4.99573,4.99550,4.99533,4.99520,4.99507,4.99490,4.99477,4.99467,4.99460,4.99447,4.99440,4.99437,4.99440,4.99437,4.99423,4.99403,4.99380,4.99363,4.99353,4.99340,4.99317,4.99277,4.99237,4.99200,4.99170,4.99140,4.99117,4.99103,4.99100,4.99097,4.99093,4.99090,4.99100,4.99127,4.99167,4.99207,4.99237,4.99263,4.99280,4.99283,4.99267,4.99240,4.99217,4.99207,4.99213,4.99233,4.99257,4.99280,4.99303,4.99323,4.99337,4.99343,4.99353,4.99373,4.99393,4.99410,4.99420,4.99433,4.99450,4.99473,4.99500,4.99537,4.99577,4.99617,4.99653,4.99690,4.99727,4.99750
4.99733,4.99727,4.99707,4.99667,4.99627,4.99587,4.99553,4.99520,4.99490,4.99460,4.99437,4.99420,4.99403,4.99387,4.99370,4.99360,4.99350,4.99337,4.99327,4.99323,4.99327,4.99327,4.99310,4.99287,4.99257,4.99240,4.99227,4.99210,4.99177,4.99130,4.99083,4.99043,4.99007,4.98973,4.98947,4.98933,4.98927,4.98920,4.98913,4.98910,4.98923,4.98953,4.99000,4.99047,4.99083,4.99117,4.99137,4.99143,4.99123,4.99093,4.99067,4.99057,4.99063,4.99087,4.99110,4.99137,4.99160,4.99187,4.99203,4.99213,4.99227,4.99250,4.99277,4.99297,4.99310,4.99323,4.99343,4.99370,4.99403,4.99443,4.99490,4.99537,4.99583,4.99627,4.99670,4.99697
4.99683,4.99673,4.99647,4.99600,4.99550,4.99503,4.99463,4.99427,4.99390,4.99353,4.99327,4.99307,4.99287,4.99267,4.99247,4.99237,4.99223,4.99207,4.99193,4.99190,4.99197,4.99193,4.99170,4.99140,4.99107,4.99087,4.99070,4.99050,4.99013,4.98960,4.98907,4.98857,4.98813,4.98770,4.98737,4.98717,4.98710,4.98703,4.98697,4.98693,4.98710,4.98750,4.98803,4.98860,4.98903,4.98943,4.98967,4.98970,4.98947,4.98910,4.98880,4.98867,4.98877,4.98903,4.98933,4.98963,4.98993,4.99023,4.99043,4.99057,4.99073,4.99100,4.99130,4.99153,4.99170,4.99187,4.99210,4.99243,4.99283,4.99333,4.99390,4.99447,4.99503,4.99557,4.99610,4.99643
4.99617,4.99610,4.99580,4.99523,4.99460,4.99407,4.99357,4.99313,4.99267,4.99227,4.99193,4.99170,4.99147,4.99123,4.99100,4.99083,4.99067,4.99047,4.99033,4.99030,4.99037,4.99033,4.99007,4.98970,4.98930,4.98907,4.98890,4.98867,4.98820,4.98753,4.98687,4.98627,4.98577,4.98527,4.98490,4.98467,4.98457,4.98447,4.98437,4.98433,4.98453,4.98500,4.98563,4.98633,4.98687,4.98733,4.98760,4.98767,4.98740,4.98697,4.98657,4.98643,4.98653,4.98687,4.98723,4.98760,4.98797,4.98830,4.98857,4.98870,4.98890,4.98920,4.98957,4.98983,4.99003,4.99027,4.99057,4.99097,4.99143,4.99203,4.99270,4.99337,4.99403,4.99467,4.99530,4.99570
4.99543,4.99530,4.99493,4.99427,4.99357,4.99290,4.99230,4.99173,4.99120,4.99073,4.99037,4.99007,4.98977,4.98947,4.98920,4.98903,4.98883,4.98860,4.98843,4.98840,4.98847,4.98840,4.98810,4.98767,4.98720,4.98690,4.98667,4.98637,4.98583,4.98507,4.98430,4.98357,4.98297,4.98233,4.98187,4.98157,4.98147,4.98137,4.98127,4.98123,4.98147,4.98203,4.98280,4.98363,4.98427,4.98483,4.98517,4.98523,4.98490,4.98437,4.98390,4.98373,4.98387,4.98427,4.98470,4.98517,4.98560,4.98603,4.98630,4.98647,4.98670,4.98710,4.98753,4.98787,4.98810,4.98837,4.98873,4.98917,4.98973,4.99043,4.99127,4.99207,4.99287,4.99363,4.99440,4.99487
