364.743,364.750,364.763,364.780,364.797,364.810,364.820,364.833,364.847,364.857,364.860,364.860,364.860,364.867,364.873,364.873,364.860,364.840,364.827,364.823,364.830,364.833,364.827,364.810,364.800,364.797,364.807,364.817,364.833,364.850,364.860,364.860,364.843,364.820,364.793,364.773,364.763,364.757,364.763,364.777,364.800,364.820,364.847,364.880,364.913,364.933,364.930,364.913,364.900,364.900,364.903,364.900,364.890,364.880,364.877,364.880,364.890,364.897,364.897,364.897,364.897,364.903,364.907,364.913,364.913,364.917,364.920,364.927,364.930,364.927,364.920,364.910,364.900,364.890,364.877,364.867
341.893,341.900,341.913,341.933,341.953,341.970,341.980,341.993,342.007,342.017,342.020,342.020,342.023,342.030,342.037,342.033,342.020,342.000,341.987,341.983,341.990,341.993,341.987,341.970,341.957,341.953,341.963,341.973,341.990,342.010,342.027,342.027,342.007,341.977,341.950,341.930,341.920,341.913,341.917,341.930,341.950,341.973,342.003,342.043,342.080,342.103,342.100,342.083,342.067,342.063,342.067,342.063,342.057,342.047,342.043,342.047,342.053,342.060,342.060,342.060,342.063,342.070,342.077,342.080,342.080,342.080,342.083,342.087,342.090,342.090,342.087,342.077,342.067,342.053,342.043,342.033
321.943,321.950,321.963,321.983,322.007,322.023,322.037,322.050,322.063,322.073,322.077,322.077,322.077,322.083,322.093,322.093,322.077,322.053,322.037,322.037,322.043,322.050,322.040,322.023,322.007,322.003,322.013,322.027,322.047,322.067,322.083,322.080,322.060,322.027,322.000,321.977,321.967,321.957,321.963,321.977,322.003,322.027,322.060,322.100,322.143,322.170,322.167,322.147,322.127,322.127,322.130,322.127,322.117,322.103,322.100,322.103,322.117,322.123,322.123,322.123,322.127,322.137,322.140,322.147,322.143,322.147,322.150,322.157,322.160,322.160,322.153,322.143,322.130,322.117,322.100,322.087
304.513,304.523,304.540,304.563,304.587,304.603,304.617,304.630,304.647,304.657,304.663,304.663,304.667,304.673,304.683,304.680,304.663,304.637,304.620,304.617,304.627,304.633,304.627,304.607,304.590,304.583,304.593,304.607,304.627,304.650,304.667,304.667,304.647,304.613,304.580,304.553,304.540,304.533,304.540,304.557,304.583,304.607,304.643,304.687,304.733,304.760,304.760,304.740,304.720,304.717,304.720,304.717,304.707,304.693,304.690,304.693,304.707,304.713,304.713,304.713,304.717,304.727,304.733,304.740,304.737,304.737,304.740,304.747,304.750,304.750,304.743,304.733,304.720,304.707,304.690,304.677
289.297,289.307,289.323,289.343,289.370,289.390,289.407,289.423,289.440,289.453,289.457,289.460,289.463,289.470,289.480,289.477,289.460,289.430,289.410,289.407,289.417,289.423,289.413,289.393,289.377,289.370,289.380,289.393,289.420,289.447,289.467,289.463,289.440,289.403,289.370,289.340,289.327,289.317,289.327,289.343,289.373,289.400,289.440,289.490,289.540,289.570,289.567,289.543,289.520,289.517,289.520,289.517,289.507,289.493,289.487,289.490,289.503,289.513,289.513,289.513,289.517,289.527,289.533,289.540,289.537,289.537,289.543,289.553,289.560,289.557,289.547,289.533,289.520,289.507,289.490,289.477
276.007,276.017,276.033,276.057,276.083,276.107,276.123,276.143,276.163,276.177,276.183,276.183,276.187,276.193,276.203,276.200,276.180,276.150,276.130,276.127,276.137,276.143,276.133,276.110,276.090,276.083,276.097,276.113,276.140,276.167,276.187,276.187,276.163,276.123,276.083,276.050,276.037,276.027,276.037,276.057,276.090,276.120,276.163,276.217,276.270,276.300,276.297,276.273,276.250,276.247,276.250,276.247,276.233,276.217,276.210,276.217,276.233,276.243,276.243,276.243,276.247,276.257,276.263,276.270,276.267,276.267,276.273,276.283,276.290,276.287,276.280,276.263,276.247,276.230,276.213,276.200
264.397,264.407,264.427,264.453,264.487,264.510,264.530,264.550,264.573,264.587,264.593,264.593,264.597,264.603,264.613,264.610,264.590,264.560,264.540,264.537,264.547,264.553,264.543,264.517,264.497,264.487,264.500,264.517,264.547,264.580,264.600,264.597,264.567,264.523,264.483,264.450,264.433,264.420,264.430,264.453,264.490,264.520,264.567,264.627,264.687,264.720,264.717,264.690,264.667,264.660,264.667,264.660,264.650,264.633,264.627,264.630,264.643,264.657,264.657,264.657,264.660,264.673,264.683,264.690,264.687,264.687,264.693,264.703,264.710,264.707,264.697,264.680,264.663,264.647,264.627,264.610
253.757,253.770,253.793,253.823,253.857,253.883,253.907,253.930,253.953,253.967,253.973,253.973,253.977,253.987,254.000,253.997,253.970,253.933,253.910,253.910,253.920,253.927,253.913,253.887,253.867,253.857,253.873,253.890,253.923,253.957,253.980,253.977,253.947,253.900,253.853,253.813,253.797,253.787,253.797,253.820,253.857,253.893,253.943,254.010,254.077,254.117,254.113,254.083,254.053,254.047,254.053,254.050,254.037,254.017,254.010,254.017,254.033,254.043,254.043,254.043,254.047,254.060,254.070,254.080,254.077,254.077,254.083,254.093,254.100,254.100,254.090,254.073,254.050,254.030,254.007,253.990
243.477,243.490,243.513,243.547,243.583,243.613,243.637,243.663,243.690,243.707,243.713,243.713,243.717,243.727,243.740,243.737,243.710,243.670,243.647,243.643,243.657,243.663,243.650,243.620,243.597,243.587,243.603,243.623,243.660,243.697,243.723,243.720,243.687,243.633,243.583,243.543,243.523,243.510,243.520,243.547,243.590,243.630,243.687,243.757,243.827,243.867,243.863,243.833,243.803,243.797,243.800,243.797,243.783,243.763,243.753,243.760,243.780,243.793,243.790,243.790,243.793,243.810,243.820,243.830,243.827,243.827,243.833,243.843,243.850,243.850,243.840,243.823,243.800,243.780,243.753,243.733
233.460,233.477,233.503,233.540,233.580,233.613,233.637,233.663,233.690,233.707,233.713,233.713,233.720,233.733,233.750,233.747,233.717,233.673,233.643,233.640,233.653,233.663,233.650,233.617,233.590,233.580,233.600,233.620,233.657,233.697,233.727,233.723,233.687,233.630,233.577,233.530,233.507,233.493,233.507,233.537,233.580,233.623,233.687,233.767,233.843,233.887,233.880,233.847,233.813,233.810,233.817,233.813,233.797,233.773,233.763,233.770,233.790,233.803,233.800,233.800,233.803,233.820,233.830,233.843,233.843,233.847,233.853,233.863,233.870,233.867,233.857,233.837,233.813,233.790,233.763,233.743
